Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,IIIF Access URL,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLatitude,Coverage.spatialLongitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43cn,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2436_005.tif,,,,,still image,acetate film|~|black-and-white photographs,copyrighted,"Shaw, Josie Whitaker, $d 1874-1956|~|Shaw, William Henry, $d 1870-1960|~|Whitaker, Agnes Hawley, $d 1878-1967|~|Witherby, Sarah Josephine, $d 1876-1968|~|Shaw, Frieda Fehrenschild, $d 1908-2002|~|Crow, Frances M. Jones, $d 1934-2004|~|Kenrick, Gerald Edward, $d 1928-1998",Conversation|~|Dwellings $z California $z Los Angeles|~|Guests $z California $z Los Angeles|~|Reunions $z California $z Los Angeles|~|Porches $z California $z Los Angeles|~|Families $x American $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2436_005,"Members of the Shaw, Witherby, Whitaker and Keethler/Jones/Kenrick families mingle on the Whitaker's front porch, Los Angeles, 1950","Photograph, from left to right, of: Frances Jones, Gerald Kenrick, Will Shaw, Dode (Sarah) Witherby, Agnes Whitaker, Freida Shaw, Josie Shaw and an unidentified woman (possibly Mertie West or Bertha Keethler?) gathering on the Whitaker's front porch on South Virgil Street. A sliver of the front lawn stretches along the bottom edge. The front porch stretches behind it and is lined by low shrubs. Along the front edge of the porch, Will Shaw, Dode Witherby and Agnes Whitaker stand in a row, off-center to the left. They all look down towards a shrub in front of them as Will Shaw prods it with his cane. Behind and to the left of them, from front to back, both Gerald Kenrick and Frances Jones stand in profile, facing right. Frances Jones is mostly obscured by Gerald Kenrick, who holds a camera at his side. At right, Josie Shaw steps up to the porch from the lawn. Her back is to camera and she reaches out her right arm towards a column to brace herself. Farther back on the right side of the porch, Freida Shaw and an unidentfied woman face each other as they converse. Freida stands in profile, facing right, with crossed arms. The other woman is mostly obscured by Josie Shaw; only her head is visible just above Josie's. Behind the group, three floor-to ceiling windows line the front of the house.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Los Angeles,"Text from negative sleeve: 2436 Los Angeles, July 1950. Residence F.M.Whitaker, 314 South Virgil St. 1. Frances Jones 2. Bertha Keethler 3. Left Gerald Kenrick, Everett Shaw 4. L to R: Frances Jones, Donovan Jones, Bertha Keethler, Gerald Kenrick, Helen Jones. 5. L to R: Helen Jones, Gerald Kenrick, Will Shaw, Dode Witherby, Agnes Whitaker, Frieda Shaw, Frances Jones. 6. L to R: Standing: Forrest Whitaker, Will Shaw, Mertie West, Agnes Whitaker, Donovan Jones, Josie Shaw, Bertha Keethler, Helen Jones, Everett Shaw, Sitting: L to R: Frances Jones, Dode Witherby, Frieda Shaw, Zetta Witherby, Gerald Kenrich [sic].",1950-07,"July, 1950",34.068624,-118.286724,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43d5,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2436_006.tif,,,,,still image,Group portraits|~|acetate film|~|black-and-white photographs,copyrighted,"West, Mertie Whitaker, $d 1875-1972|~|Shaw, Josie Whitaker, $d 1874-1956|~|Shaw, William Henry, $d 1870-1960|~|Whitaker, Forrest, $d 1877-1972|~|Whitaker, Agnes Hawley, $d 1878-1967|~|Witherby, Sarah Josephine, $d 1876-1968|~|Shaw, Everett, $d 1906-1996|~|Witherby, Zetta Bowman, $d 1875-1957|~|Shaw, Frieda Fehrenschild, $d 1908-2002|~|Keethler, Bertha May, $d 1875-1970|~|Jones, Donovan Truman, $d 1904-1981|~|Crow, Frances M. Jones, $d 1934-2004|~|Jones, Helen F. Keethler|~|Kenrick, Gerald Edward, $d 1928-1998",Reunions $z California $z Los Angeles|~|Families $x American $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2436_006,"Members of the Whitaker, Witherby, Shaw, West and Keethler/Jones/Kenrick families pose in the Whitaker's side lawn, Los Angeles, 1950","Photograph of members of the Whitaker, Witherby, Shaw, West and Keethler/Jones/Kenrick families huddling together for a group portrait in the Whitaker's side yard. The group poses at center. Sitting on the ground, from left to right, are: Frances Jones, Dode (Sarah) Witherby, Freida Shaw, Zetta Witherby and Gerald Kenrick. Behind them stands, from left to right: Forrest Whitaker, Will Shaw, Mertie West, Agnes Whitaker, Donovan Jones, Josie Shaw, Bertha Keethler, Helen Jones and Everett Shaw. Most of the group does not look to camera. Only Forrest Whitaker, Will Shaw, Frances Jones, Dode Witherby and Gerald Kenrick look to camera. Forrest Whitaker exhales a puff of smoke as he looks to the camera. The Whitaker family's home stands in partial view along the right edge and behind the group. A neighbor's house stands in the background at far left.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Los Angeles,"Text from negative sleeve: 2436 Los Angeles, July 1950. Residence F.M.Whitaker, 314 South Virgil St. 1. Frances Jones 2. Bertha Keethler 3. Left Gerald Kenrick, Everett Shaw 4. L to R: Frances Jones, Donovan Jones, Bertha Keethler, Gerald Kenrick, Helen Jones. 5. L to R: Helen Jones, Gerald Kenrick, Will Shaw, Dode Witherby, Agnes Whitaker, Frieda Shaw, Frances Jones. 6. L to R: Standing: Forrest Whitaker, Will Shaw, Mertie West, Agnes Whitaker, Donovan Jones, Josie Shaw, Bertha Keethler, Helen Jones, Everett Shaw, Sitting: L to R: Frances Jones, Dode Witherby, Frieda Shaw, Zetta Witherby, Gerald Kenrich [sic].",1950-07,"July, 1950",34.068624,-118.286724,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43fp,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2437_001.tif,,,,,still image|~|acetate film,Group portraits|~|black-and-white photographs,copyrighted,"Pan Pacific Auditorium (Los Angeles, Calif.)|~|Patterson, William B., $d 1879-1958|~|Julian, Raymond S., $d 1879-1961|~|Morse, Leila Livingston|~|Anderson, Naida J. Bradley, $d 1921-1984",Exhibitions $z California $z Los Angeles|~|Exhibit booths $z California $z Los Angeles|~|Communication devices,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2437_001,"Ray Julian, W. B. Patterson, Leila Morse and Naida Anderson pose in the Western Union booth at the All-Electrial Exposition & Modern Living Show, Los Angeles, 1950","A slightly out-of-focus (or possibly 3-D) photograph, from left to right, of Ray Julian, W. B. Patterson, Leila Morse and Naida Anderson standing in a row and posing behind a piece of communication equipment on display at the Western Union booth during the All-Electrical Exposition & Modern Living Show. The booth is set-up inside Pan-Pacific Auditorium. A telegraph-like device stands at center. The men stand behind and to the left of the device and the women stand behind and to the right of it. All look to the camera. A curtain hangs down behind them, occupying the background. A tilted sign above them hangs in front of the curtain and reads, ""[...] Everywhere.""",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Los Angeles,"Text from negative sleeve: No. 2437 Electrical Exposition at Pan American Auditorium October 1950. 2 films taken of Dr Lee DeForest being posed by newspaper photographers in front of the building, snipping the ribbon supposedly opening the exposition. DeForest is the middle man. 3d film taken inside Auditorium at Western Union Booth. Left to right: Ray Julian, W.B.Patterson, Miss Lelia Morse daughter of Samuel F. B. Morse and a magazine reporter named Naida Anderson",1950-10-20,"[circa October 20, 1950]",34.075586,-118.354100,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43g6,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2437_002.tif,,,,,still image,Group portraits|~|acetate film|~|black-and-white photographs,copyrighted,"Pan Pacific Auditorium (Los Angeles, Calif.)|~|De Forest, Lee, $d 1873-1961",Premieres $z California $z Los Angeles|~|Photographers $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Photojournalism $z California $z Los Angeles|~|Inventors|~|Street art $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2437_002,"Dr. Lee de Forest and 2 others pose for newspaper photographers during the opening of the All-Electrical Exposition & Modern Living Show, Los Angeles, 1950","Photograph of Dr. Lee de Forest and 2 others posing for newspaper photographers during the opening of the All-Electrical Exposition & Modern Living Show, held at Pan-Pacific Auditorium. A manicured lawn stretches across the foreground. Dr. Lee de Forest stands between 2 unknown men in the near distance at center. They stand in a row, facing slightly left, as they pose for newspaper photographers. To the left of them, two newspaper photographers crouch low to the ground to photograph the 3 men. Behind Dr. de Forest and the men he poses with, the side of a building enters frame from the right and extends towards center on an angle. A mural depicting electricity-related concepts (i.e. atoms, electrical coils and rods, electrostatic discharge) is displayed on the wall. Atop the roof and over the mural, signage reads, ""ALL Elect[...]"" In the background at left and center, cars park in a bowling alley's lot. Beyond the bowling alley, the roof of the Pan-Pacific Auditorium is visible.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Los Angeles,"Text from negative sleeve: No. 2437 Electrical Exposition at Pan American Auditorium October 1950. 2 films taken of Dr Lee DeForest being posed by newspaper photographers in front of the building, snipping the ribbon supposedly opening the exposition. DeForest is the middle man. 3d film taken inside Auditorium at Western Union Booth. Left to right: Ray Julian, W.B.Patterson, Miss Lelia Morse daughter of Samuel F. B. Morse and a magazine reporter named Naida Anderson",1950-10-20,"[circa October 20, 1950]",34.075919,-118.353362,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43hq,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2437_003.tif,,,,,still image,Group portraits|~|acetate film|~|black-and-white photographs,copyrighted,"Pan Pacific Auditorium (Los Angeles, Calif.)|~|De Forest, Lee, $d 1873-1961",Premieres $z California $z Los Angeles|~|Exhibitions $z California $z Los Angeles|~|Photojournalism $z California $z Los Angeles|~|Inventors|~|Street art $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2437_003,"Dr. Lee de Forest and 2 other men perform the ribbon cutting ceremony at the opening of the All-Electrical Exposition & Modern Living Show, Los Angeles, 1950","Photograph of Dr. Lee de Forest and 2 others performing the ribbon cutting ceremony at the opening of the All-Electrical Exposition & Modern Living Show, held at Pan-Pacific Auditorium. A manicured lawn stretches across the foreground. Dr. Lee de Forest stands between 2 unknown men in the near distance at center. They stand in a row, facing slightly left, while holding a long ribbon. To the left of them, a newspaper photographer is visible kneeling on the ground along the left edge. Behind Dr. de Forest and the men he stands with, the side of a building enters frame from the right and extends towards center on an angle. A mural depicting electricity-related concepts (i.e. atoms, electrical coils and rods, electrostatic discharge) is displayed on the wall. Atop the roof and over the mural, signage reads, ""ALL Electrica[...]"" In the background at left, cars park in a lot. Beyond them, the roof of the Pan-Pacific Auditorium is visible.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Los Angeles,"Text from negative sleeve: No. 2437 Electrical Exposition at Pan American Auditorium October 1950. 2 films taken of Dr Lee DeForest being posed by newspaper photographers in front of the building, snipping the ribbon supposedly opening the exposition. DeForest is the middle man. 3d film taken inside Auditorium at Western Union Booth. Left to right: Ray Julian, W.B.Patterson, Miss Lelia Morse daughter of Samuel F. B. Morse and a magazine reporter named Naida Anderson",1950-10-20,"[circa October 20, 1950]",34.075919,-118.353362,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43p9,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2440_001.tif,,,,,still image,acetate film|~|black-and-white photographs,copyrighted,"West-Wu, Deborah Louise|~|West, Henry Hebard, $d 1917-1998|~|West, Anna Louise Roth, $d 1914-1978",Families $x American $z California $z Santa Ana|~|Thanksgiving Day|~|Infants $z California $z Santa Ana,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2440_001,"Ann West holds Debby West while Hebard West watches outside Wayne West's home, Santa Ana, 1950","Photograph, taken on Thanksgiving Day, of Ann West holding Debbylou West outside Wayne West's home in Santa Ana while Hebard West stands nearby. Ann West stands at center and faces the camera as she holds up Debbylou West in the air. Her face is obscured by Debbylou. Debbylou appears to laugh as her mother lifts her. Standing slightly behind and to the right of them, Hebard West stands on the landing of a staircase on the backside of Wayne West's home. He faces slightly left and looks to camera. Behind Hebard West's family, the staircase inclines up and to the left, leading towards the second story of the house. Foliage grows along the side of the house behind Hebard.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Santa Ana,"Text from negative sleeve: 2440 Santa Ana, California, November [handwritten:] 1950 [end handwritten] Thanksgiving Day. 1. Ann West, Hebard West, Debbylou West. 2. Maud West with Debbylou West, Wayne West. 3. Hebard West and Debbylou West. 4. L to R.- Mertie West, Wayne West with Debbylou West, Maud West, Ann West, Hebard West.",1950-11-23,"[November 23, 1950]",33.740830,-117.871377,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43qt,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2440_002.tif,,,,,still image,Group portraits|~|acetate film|~|black-and-white photographs,copyrighted,"West, Mertie Whitaker, $d 1875-1972|~|West-Wu, Deborah Louise|~|West, Maud Foreman, $d 1885-1976|~|West, Wayne Warren, $d 1881-1965|~|West, Henry Hebard, $d 1917-1998|~|West, Anna Louise Roth, $d 1914-1978",Families $x American $z California $z Santa Ana|~|Thanksgiving Day|~|Infants $z California $z Santa Ana,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2440_002,"Mertie West, Wayne West, Debbylou West, Maud West, Ann West and Hebard West pose outside Wayne and Maud's home on Thanksgiving Day, Santa Ana, 1950","Photograph, from left to right, of: Mertie West, Wayne West, Debbylou West, Maud West, Ann West and Hebard West posing for a family photo outside Wayne and Maud's home in Santa Ana on Thanksgiving Day. The group stands in a row and most look to camera. Hebard West appears to stare off towards something out-of-frame at left. Ann West looks to the left, towards Wayne West and Debbylou West, whom he holds. Debbylou West appears to fidget while her grand-uncle holds her. Behind the group, an exterior staircase inclines up and to the left, leading towards the second story of Wayne and Maud West's house. Foliage grows along the side of the house behind and to the right of the Wests.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,,California--Santa Ana,"Text from negative sleeve: 2440 Santa Ana, California, November [handwritten:] 1950 [end handwritten] Thanksgiving Day. 1. Ann West, Hebard West, Debbylou West. 2. Maud West with Debbylou West, Wayne West. 3. Hebard West and Debbylou West. 4. L to R.- Mertie West, Wayne West with Debbylou West, Maud West, Ann West, Hebard West.",1950-11-23,"[November 23, 1950]",33.740830,-117.871377,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43rb,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2440_003.tif,,,,,still image,acetate film|~|black-and-white photographs,copyrighted,"West-Wu, Deborah Louise|~|West, Maud Foreman, $d 1885-1976|~|West, Wayne Warren, $d 1881-1965",Families $x American $z California $z Santa Ana|~|Thanksgiving Day|~|Infants $z California $z Santa Ana,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2440_003,"Maud West and Wayne West pose with Debby Lou West outside their home on Thanksgiving Day, Santa Ana, 1950","Photograph, taken on Thanksgiving Day, of Maud West holding her grandniece, Debbylou West, outside her and Wayne West's home in Santa Ana while Wayne West poses beside them. Maud West stands at left and lifts up Debbylou West into the air. Maud stands in profile, facing left, and looks at Debbylou, whom she holds. Debbylou wears a vacant expression as her great-aunt lifts her. Wayne West stands to the right of them and poses for the camera. Wayne and Maud's home stands in the background at left. It stretches back towards center and is mostly obscured by the shrubbery that lines its side. At far right, a sidewalk runs parallel to the house. It stretches into the distance, behind and to the right of Wayne.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Santa Ana,"Text from negative sleeve: 2440 Santa Ana, California, November [handwritten:] 1950 [end handwritten] Thanksgiving Day. 1. Ann West, Hebard West, Debbylou West. 2. Maud West with Debbylou West, Wayne West. 3. Hebard West and Debbylou West. 4. L to R.- Mertie West, Wayne West with Debbylou West, Maud West, Ann West, Hebard West.",1950-11-23,"[November 23, 1950]",33.740830,-117.871377,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43sv,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2440_004.tif,,,,,still image,acetate film|~|black-and-white photographs,copyrighted,"West-Wu, Deborah Louise|~|West, Wayne Warren, $d 1881-1965|~|West, Henry Hebard, $d 1917-1998",Families $x American $z California $z Santa Ana|~|Thanksgiving Day|~|Infants $z California $z Santa Ana,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2440_004,"Hebard West holds his infant daughter, Debby Lou, outside Wayne West's residence on Thanksgiving Day, Santa Ana, 1950","Photograph of Hebard West holding his daughter, Debbylou West while standing on a sidewalk outside Wayne West's home in Santa Ana on Thanksgiving Day. Hebard and Debbylou West are viewed close-up. Hebard stands, off-center to the right, and smiles to camera while holding Debbylou. Debbylou holds her hand to her mouth while looking to the camera. Wayne West stands in partial view and in profile, facing right, along the left edge. Smiling, he looks towards Hebard and Debbylou. Behind and between Wayne West and Hebard West, foliage lines the side of Wayne West's residence, obscuring it. A sidewalk lined with 3 tall palm trees stretches back into the distance behind and to the right of Hebard. A cat paws at the nearest palm tree in the background.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,California--Santa Ana,"Text from negative sleeve: 2440 Santa Ana, California, November [handwritten:] 1950 [end handwritten] Thanksgiving Day. 1. Ann West, Hebard West, Debbylou West. 2. Maud West with Debbylou West, Wayne West. 3. Hebard West and Debbylou West. 4. L to R.- Mertie West, Wayne West with Debbylou West, Maud West, Ann West, Hebard West.",1950-11-23,"[November 23, 1950]",33.740830,-117.871377,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43tc,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2441_001.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Los Angeles International Airport|~|West-Wu, Deborah Louise|~|West, H. H. $q (Henry Hebard), $d 1872-1958",Arrivals & departures $x American $z California $z Los Angeles|~|Families $x American $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2441_001,"H. H. West kneels down beside Debby West at Los Angeles International Airport, Los Angeles, 1951","Photograph, from left to right, of Debbylou West and H. H. West posing together in front of a fence at Los Angeles International Airport. Debbylou West sits in a stroller at left and faces camera. To the right of her, her grandfather, H. H. West, kneels down to the ground and looks down towards his granddaughter. Behind them, a tarp-covered chain-link fence stretches back on an angle from right to left. In the upper left corner, behind the fencing, a piece of airport tarmac equipment is visible.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: 2441 Los Angeles International Airport, Thursday, March 8, 1951. 1. Will Witherby, Anne West and Debbylou on suit case before start. 2. Mertie West and Debby Lou West. 3. Will Witherby shaking hands good bye with Mertie West. Dode Witherby in background; Ann West with back to Camera. 4, 5 and 6. Three views of Will Witherby boarding the plabe [sic]. 7. L to R: Dode Witherby, Ann West and Debbylou, Mertie West; watching plane take off for Chicago. 8. H. H. West and Debbylou West",1951-03-08,"March 8, 1951",,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43vw,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2441_002.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"West, Mertie Whitaker, $d 1875-1972|~|West-Wu, Deborah Louise",Families $x American $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2441_002,"Mertie West poses with Debby Lou West beside a car parked along Rosewood Avenue, Los Angeles, 1951","Photograph of Mertie West standing beside a parked car while holding her step-granddaugher, Debbylou West. Mertie West stands at center on a tree lawn and faces camera while holding Debbylou West close to her torso. Mertie West tilts her head to the left and casts her gaze towards Debbylou at right. Debbylou faces camera with closed eyes and stretches her arms and legs towards camera. A car sits in partial view behind and to the left of Mertie. It is parked along a curb and is viewed at an angle from the side. The front passenger door sits open. Rosewood Avenue stretches back from the left and towards center. At right, a tree lawn runs parallel to it and at left, dwellings line the other side of the street.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: 2441 Los Angeles International Airport, Thursday, March 8, 1951. 1. Will Witherby, Anne West and Debbylou on suit case before start. 2. Mertie West and Debby Lou West. 3. Will Witherby shaking hands good bye with Mertie West. Dode Witherby in background; Ann West with back to Camera. 4, 5 and 6. Three views of Will Witherby boarding the plabe [sic]. 7. L to R: Dode Witherby, Ann West and Debbylou, Mertie West; watching plane take off for Chicago. 8. H. H. West and Debbylou West",1951-03-08,"March 8, 1951",34.080266,-118.356544,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43wd,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2441_003.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Witherby, William M., $d 1874-1962|~|West-Wu, Deborah Louise|~|West, Anna Louise Roth, $d 1914-1978",Arrivals & departures $x American $z California $z Los Angeles|~|Luggage,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2441_003,"Ann West, Debby West and Will Witherby gather on the lawn outside the Witherby residence while packing the car, Los Angeles, 1951","Photograph, from left to right, of Ann West, Debbylou West and Will Witherby gathered together on the tree lawn outside the Witherbys' residence before leaving for the airport. Ann West crouches low to the ground at center and faces camera while holding Debbylou West in front of her. She props Debbylou on top of a suitcase that sits on the ground. Debbylou faces camera and flails her arms. To the right of mother and daughter, Will Witherby also stands on the tree lawn. He faces camera, but casts his gaze down towards Ann and Debbylou. A car sits in partial view at left. It is viewed at an angle from the side and is parked along the curb. The passenger door sits open behind and to the left of Ann. In the background at right, houses line Rosewood Avenue.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: 2441 Los Angeles International Airport, Thursday, March 8, 1951. 1. Will Witherby, Anne West and Debbylou on suit case before start. 2. Mertie West and Debby Lou West. 3. Will Witherby shaking hands good bye with Mertie West. Dode Witherby in background; Ann West with back to Camera. 4, 5 and 6. Three views of Will Witherby boarding the plabe [sic]. 7. L to R: Dode Witherby, Ann West and Debbylou, Mertie West; watching plane take off for Chicago. 8. H. H. West and Debbylou West",1951-03-08,"March 8, 1951",34.080266,-118.356544,
"West (H. H.), Collection Number 1998",ark:/21198/zz002j43xx,ark:/21198/zz002hpcf9,3,Pending,Work,hhwest/image/uclamss_1998_2441_004.tif,,,,,still image,black-and-white photographs|~|cellulose nitrate film,copyrighted,"Los Angeles International Airport|~|West, Mertie Whitaker, $d 1875-1972|~|Witherby, William M., $d 1874-1962|~|Witherby, Sarah Josephine, $d 1876-1968|~|West, Anna Louise Roth, $d 1914-1978",Arrivals & departures $x American $z California $z Los Angeles|~|Farewells $z California $z Los Angeles,,zxx,,,,"West, H. H. $q (Henry Hebard), $d 1872-1958","University of California, Los Angeles. $b Library. $b Dept. of Special Collections","H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclamss_1998_2441_004,"Will Witherby shakes hands with Mertie West and bids farewell to Ann West and Dode Witherby before departing for Chicago, Los Angeles, 1951","Photograph of Will Witherby bidding farewell to, from left to right, Ann West, Dode (Sarah) Witherby and Mertie West at Los Angeles International Airport. Will Witherby stands at center and in profile, facing right. He extends his right arm out towards Mertie West and shakes her hand. Mertie West stands in partial view along the right edge. She stands in profile, facing left, as she shakes Will Witherby's hand. Behind and between Mertie and Will, Dode Witherby stands in profile, facing left. She appears to reach an arm towards Will. Along the left edge and standing nearest to camera is Ann West. She stand with her back to the camera and she, too, appears to reach her right arm towards Will. At right, a tarp-clad, chain-link fence extends behind the group.",Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w nitrate negative,California--Los Angeles,"Text from negative sleeve: 2441 Los Angeles International Airport, Thursday, March 8, 1951. 1. Will Witherby, Anne West and Debbylou on suit case before start. 2. Mertie West and Debby Lou West. 3. Will Witherby shaking hands good bye with Mertie West. Dode Witherby in background; Ann West with back to Camera. 4, 5 and 6. Three views of Will Witherby boarding the plabe [sic]. 7. L to R: Dode Witherby, Ann West and Debbylou, Mertie West; watching plane take off for Chicago. 8. H. H. West and Debbylou West",1951-03-08,"March 8, 1951",,,
