Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Author,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Rights.publicationStatus,Subject,Relation.isPartOf,Name.subject,Name.illustrator,Name.creator,Name.photographer,Coverage.geographic,Name.repository,Name.engraver,Name.printer,Title,Description.note,Alt ID.local,Date.normalized,Date.creation,AltTitle.other,Description.caption,Format.dimensions,Format.extent,Description.contents,Publisher.placeOfOrigin,Alt ID.oclc,Publisher.publisherName,Description.caption,AltTitle.translated,Opac url,AltTitle.uniform,Description.tableOfContents
Rare Books (YRL Special Collections),ark:/21198/zz0009khxw,ark:/21198/zz0009khj6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009khxw-1-master.tif,11,,,,,,,private,,still image,,,,,,,,,,,,,,,Tenaya Canyon.--Valley of the Yosemite,,clus_TR16.8_M987y_035|~|Plate No. 35,,,,From Union Point,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009khzd,ark:/21198/zz0009khj6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009khzd-1-master.tif,12,,,,,,,private,,still image,,,,,,,,,,,,,,,The High Sierra.--Valley of the Yosemite,,clus_TR16.8_M987y_038,,,Plate No. 38,From Glacier Point,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009kj0d,ark:/21198/zz0009khj6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009kj0d-1-master.tif,13,,,,,,,private,,still image,,,,,,,,,,,,,,,Ancient Glacier Channel.--Valley of the Yosemite,,clus_TR16.8_M987y_041,,,Plate No. 41,From Panorama Rock,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009kj1x,ark:/21198/zz0009khj6,2,Completed,Page,rarebook/masters/srgb/21198-zz0009kj1x-1-master.tif,14,,,,,,,private,,still image,,,,,,,,,,,,,,,Yosemite Cliff.,,clus_TR16.8_M987y_045,,,Plate No. 45,At summit of fall,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m402,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m402-1-master.tif,4,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 12,,F868_Y6_P5_1867_pl12,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m41k,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m41k-1-master.tif,2,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 6,,F868_Y6_P5_1867_pl06,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m423,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m423-1-master.tif,3,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 9 : Yosemite Valley from Mariposa Trail,,F868_Y6_P5_1867_pl09,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m43m,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m43m-1-master.tif,5,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 14,,F868_Y6_P5_1867_pl14,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m444,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m444-1-master.tif,6,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 16 : Bridal Veil Falls,,F868_Y6_P5_1867_pl16,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m45n,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m45n-1-master.tif,7,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 21 : Cathedral Rock view from front,,F868_Y6_P5_1867_pl21,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m465,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m465-1-master.tif,8,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 22 : Cathedral Spires,,F868_Y6_P5_1867_pl22,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m47p,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m47p-1-master.tif,9,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 26 :  El Capitan,,F868_Y6_P5_1867_pl26,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m486,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m486-1-master.tif,10,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 28 : The Three Brothers,,F868_Y6_P5_1867_pl28,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m49q,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m49q-1-master.tif,11,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 33 : Sentinel Rock,,F868_Y6_P5_1867_pl33,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m4b7,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m4b7-1-master.tif,12,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 37 : El Capitan and Cathedral Falls,,F868_Y6_P5_1867_pl37,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0009m4cr,ark:/21198/zz0009m3z2,2,Completed,Page,rarebook/masters/srgb/21198-zz0009m4cr-1-master.tif,13,,,,,,,private,,still image,,,,,,,,,,,,,,,Plate No. 38 : El Capitan,,F868_Y6_P5_1867_pl38,,,,,,1 photographic print : albumen,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017jgdr,ark:/21198/zz0017jgc7,1,In progress,Page,rarebook/masters/srgb/21198-zz0017jgdr_504572_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,page ai recto,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017jgf8,ark:/21198/zz0017jgc7,1,In progress,Page,rarebook/masters/srgb/21198-zz0017jgf8_504583_master.tif,2,,,,,,,private,,text,,,,,,,,,,,,,,,page ai verso,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017jggs,ark:/21198/zz0017jgc7,1,In progress,Page,rarebook/masters/srgb/21198-zz0017jggs_504591_master.tif,3,,,,,,,private,,text,,,,,,,,,,,,,,,page aii recto,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017kzcf,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017kzcf_508003_master.tif,1,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Arabian No. 2,,,,,Plate XXXII,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017kzdz,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017kzdz_508006_master.tif,2,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Arabian No. 4,,,,,Plate XXXIV,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017kzfg,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017kzfg_508010_master.tif,3,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Byzantine No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017kzg0,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017kzg0_508015_master.tif,4,,,,,,,private,,still image,,,,,,,,,,,,,,,Celtic No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017kzhh,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017kzhh_508019_master.tif,5,,,,,,,private,,still image,,,,,,,,,,,,,,,Chinese No. 1,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0kg,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0kg_508084_master.tif,6,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Chinese No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0m0,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017m0m0_508090_master.tif,7,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Egyptian No. 6,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0nh,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017m0nh_508100_master.tif,8,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Elizabethan No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0p1,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0p1_508111_master.tif,9,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Greek No. 7,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0qj,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017m0qj_508115_master.tif,10,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Illuminated Mss No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0r2,ark:/21198/zz0009m795,2,Completed,Page,rarebook/masters/srgb/21198-zz0017m0r2_508121_master.tif,11,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Illuminated Mss No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0sk,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0sk_508146_master.tif,12,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Indian No. 1,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0t3,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0t3_508153_master.tif,13,,,,,,,private,,still image,,,,,Decoration and ornament|~|Decoration and ornament--History,,,,"Jones, Owen, 1809-1874",,,,,,Indian No 6.,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0vm,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0vm_508157_master.tif,14,,,,,,,private,,still image,,,,,,,,,,,,,,,Indian No. 4,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017m0w4,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017m0w4_508163_master.tif,15,,,,,,,private,,still image,,,,,,,,,,,,,,,Italian No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mchr,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mchr_713056_master.tif,16,,,,,,,private,,still image,,,,,,,,,,,,,,,Leaves from Nature No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mcj8,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mcj8_713072_master.tif,17,,,,,,,private,,still image,,,,,,,,,,,,,,,Leaves from Nature No. 4,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mf9m,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mf9m_713081_master.tif,18,,,,,,,private,,still image,,,,,,,,,,,,,,,Leaves from Nature No. 9,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfb4,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfb4_713087_master.tif,19,,,,,,,private,,still image,,,,,,,,,,,,,,,Leaves from Nature No. 10,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfcn,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfcn_713092_master.tif,20,,,,,,,private,,still image,,,,,,,,,,,,,,,Moresque No. 1,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfd5,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfd5_713095_master.tif,21,,,,,,,private,,still image,,,,,,,,,,,,,,,Moresque No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mffp,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mffp_713099_master.tif,22,,,,,,,private,,still image,,,,,,,,,,,,,,,Moresque No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfg6,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfg6_713107_master.tif,23,,,,,,,private,,still image,,,,,,,,,,,,,,,Moresque No. 4,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfhq,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfhq_713111_master.tif,24,,,,,,,private,,still image,,,,,,,,,,,,,,,Moresque No. 5,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfj7,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfj7_713117_master.tif,25,,,,,,,private,,still image,,,,,,,,,,,,,,,Ninevah and Persia No. 1,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfkr,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfkr_713122_master.tif,26,,,,,,,private,,still image,,,,,,,,,,,,,,,Ninevah and Persia No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfm8,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfm8_713131_master.tif,27,,,,,,,private,,still image,,,,,,,,,,,,,,,Ninevah and Persia No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfns,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfns_713137_master.tif,28,,,,,,,private,,still image,,,,,,,,,,,,,,,Persian No. 1,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfp9,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfp9_713144_master.tif,29,,,,,,,private,,still image,,,,,,,,,,,,,,,Persian No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfqt,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfqt_713218_master.tif,30,,,,,,,private,,still image,,,,,,,,,,,,,,,Persian No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfrb,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfrb_713161_master.tif,31,,,,,,,private,,still image,,,,,,,,,,,,,,,Persian No. 4,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfsv,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfsv_713167_master.tif,32,,,,,,,private,,still image,,,,,,,,,,,,,,,Persian No. 5,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mftc,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mftc_713170_master.tif,33,,,,,,,private,,still image,,,,,,,,,,,,,,,Pompeian No. 3,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfvw,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfvw_713176_master.tif,34,,,,,,,private,,still image,,,,,,,,,,,,,,,Renaissance No. 5,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfwd,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfwd_713188_master.tif,35,,,,,,,private,,still image,,,,,,,,,,,,,,,Renaissance No. 6,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfxx,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfxx_713194_master.tif,36,,,,,,,private,,still image,,,,,,,,,,,,,,,Roman No. 2,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0017mfzf,ark:/21198/zz0009m795,1,In progress,Page,rarebook/masters/srgb/21198-zz0017mfzf_713200_master.tif,37,,,,,,,private,,still image,,,,,,,,,,,,,,,Stained Glass of Different Periods and Styles,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg0j,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg0j_1304895_master.tif,1,,,,,,,private,,still image,,,,,canals|~|gondolas (flat-bottomed watercraft),,,,,,"Venice (Los Angeles, Calif.) $v Pictorial works.",,,,"Canal, Venice",,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg12,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg12_1304898_master.tif,2,,,,,,,private,,still image,,,,,,,,,,,"Venice (Los Angeles, Calif.) $v Pictorial works.",,,,"Dull day on Windward Avenue, Venice",,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg2k,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg2k_1304923_master.tif,3,,,,,,,private,,still image,,,,,,,,,,,,,,,"Venice of America, the ideal beach resort, one of the most magnificent beaches in the world",,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg33,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg33_1304934_master.tif,4,,,,,,,private,,still image,,,,,,,,,,,,,,,"Famous ocean front promenade, Venice",,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg4m,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg4m_1304940_master.tif,5,,,,,,,private,,still image,,,,,,,,,,,,,,,"Green Mill Gardens, an aristocratic resort for dining and dancing, on Washington Boulevard at the gateway of Venice",,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg54,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg54_1304946_master.tif,6,,,,,,,private,,still image,,,,,,,,,,,,,,,Venice life guards,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg6n,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg6n_1304949_master.tif,7,,,,,,,private,,still image,,,,,,,,,,,,,,,Thousands view the annual bathing suit parade,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg75,ark:/21198/zz001hrfnw,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg75_1304958_master.tif,8,,,,,,,private,,still image,,,,,,,,,,,,,,,Villa city on a Venice canal,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrg96,ark:/21198/zz001hrg8p,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrg96_1305053_master.tif,1,,,,,,,private,,,,,,,,,,,,,,,,,"Scene from the Upper Terrace of the Great Pagoda at Rangoon, to the South East.",Plate 9,,,,,,,,,,,,"Published Jan. 2, 1826, by Thos. Clay, 18 Ludgate Hill & Kingsbury & Co., Leadenhall Str., London. Drawn by J. Moore. Engraved by H. Pyall.",,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrgbq,ark:/21198/zz001hrg8p,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrgbq_1305056_master.tif,2,,,,,,,private,,still image,,,,,,,,,,,,,,,Rangoon. The storming of one of the principal stockades on its inside on the 8th of July 1824.,"Published Oct. 5, 1826, by Kingsbury & Co., 6 Leadenhall Str. & T. Clay, 18 Ludgate Hill, London. Drawn by J. Moore. Engraved by G. Hunt.|~|Plate 15.",,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrgf8,ark:/21198/zz001hrgdr,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrgf8_1305098_master.tif,1,,,,,,,private,,still image,,,,,,,,,,,,,,,Japanese bungalow.,,,,,,,,,,,,,These artistic villas are designed for comfort as well as beauty.,,,,
Rare Books (YRL Special Collections),ark:/21198/zz001hrggs,ark:/21198/zz001hrgdr,1,In progress,Page,rarebook/masters/srgb/21198-zz001hrggs_1305101_master.tif,2,,,,,,,private,,still image,,,,,,,,,,,,,,,Windward Avenue and Rialto from Lake.,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwmd,ark:/21198/zz0025dwkw,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwmd_1686009_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,page 82,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwpf,ark:/21198/zz0025dwnx,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwpf_1686037_master.tif,1,,,,,,,private,,still image|~|text,,,,,,,,,,,,,,,Charta Cosmagraphica,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwrg,ark:/21198/zz0025dwqz,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwrg_1686058_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,volume 3 title page,,,,,,,,,,,,,Inscribed by Maria Edgeworth.,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwth,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwth_1686072_master.tif,1,,,,,,,private,,text,,,,,,,,,,,,,,,page 22,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwv1,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwv1_1686083_master.tif,2,,,,,,,private,,text,,,,,,,,,,,,,,,page 23,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwwj,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwwj_1686087_master.tif,3,,,,,,,private,,text,,,,,,,,,,,,,,,page 24,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwx2,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwx2_1686093_master.tif,4,,,,,,,private,,text,,,,,,,,,,,,,,,page 25,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dwzk,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dwzk_1686099_master.tif,5,,,,,,,private,,text,,,,,,,,,,,,,,,page 27,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx0k,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx0k_1686105_master.tif,6,,,,,,,private,,text,,,,,,,,,,,,,,,page 28,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx13,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx13_1686109_master.tif,7,,,,,,,private,,text,,,,,,,,,,,,,,,page 29,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx2m,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx2m_1686114_master.tif,8,,,,,,,private,,text,,,,,,,,,,,,,,,page 30,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx34,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx34_1686118_master.tif,9,,,,,,,private,,text,,,,,,,,,,,,,,,page 31,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx4n,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx4n_1686126_master.tif,10,,,,,,,private,,text,,,,,,,,,,,,,,,page 32,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx55,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx55_1686129_master.tif,11,,,,,,,private,,text,,,,,,,,,,,,,,,page 33,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx6p,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx6p_1686136_master.tif,12,,,,,,,private,,text,,,,,,,,,,,,,,,page 34,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx76,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx76_1686141_master.tif,13,,,,,,,private,,text,,,,,,,,,,,,,,,page 35,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx8q,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx8q_1686147_master.tif,14,,,,,,,private,,text,,,,,,,,,,,,,,,page 36,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025dx97,ark:/21198/zz0025dws0,1,In progress,Page,rarebook/masters/srgb/21198-zz0025dx97_1686152_master.tif,15,,,,,,,private,,text,,,,,,,,,,,,,,,page 37,,,,,,,,,,,,,,,,,
Rare Books (YRL Special Collections),ark:/21198/zz0025fcv7,ark:/21198/zz0025fb3c,2,Completed,Page,rarebook/masters/srgb/21198-zz0025fcv7_1687587_master.tif,1,,,,,,,private,,still image,,,,,,,,,,,,,,,Chinese cat merchants,in v. 1,,,,,,,,,,,,,,,,
