Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,Date.created,Date.normalized,Format.extent,Genre,Language,Place of origin,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,viewingHint,Name.director,Name.editor,Name.producer,Contributor.administrator,Subject topic,volume | issue,IIIF Manifest URL
Work,El Socialista 1910-09-10,ihc_elsocialista_19100910,ark:/21198/z12j8xc5,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7ffj,10 de Septiembre de 1910,1910-09-10,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 26,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12j8xc5/manifest
Work,El Socialista 1910-09-17,ihc_elsocialista_19100917,ark:/21198/z1xw74b1,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2nh7,17 de Septiembre de 1910,1910-09-17,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw74b1/manifest
Work,El Socialista 1910-09-24,ihc_elsocialista_19100924,ark:/21198/z1t46cn2,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9wvx,24 de Septimebre de 1910,1910-09-24,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 28,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t46cn2/manifest
Work,El Socialista 1910-10-01,ihc_elsocialista_19101001,ark:/21198/z1pc5mzs,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5mbd,1 de Octubre de 1910,1910-10-01,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 29,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc5mzs/manifest
Work,El Socialista 1910-10-08,ihc_elsocialista_19101008,ark:/21198/z1jm4w7g,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1k4t,8 de Octubre de 1910,1910-10-08,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 30,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm4w7g/manifest
Work,El Socialista 1910-10-15,ihc_elsocialista_19101015,ark:/21198/z1dv44gp,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8k61,15 de Octubre de 1910,1910-10-15,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv44gp/manifest
Work,El Socialista 1910-10-22,ihc_elsocialista_19101022,ark:/21198/z1933cqt,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4hzk,22 de Octubre de 1910,1910-10-22,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1933cqt/manifest
Work,El Socialista 1910-10-29,ihc_elsocialista_19101029,ark:/21198/z15b2n1z,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj16d3,29 de Octubre de 1910,1910-10-29,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 33,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15b2n1z/manifest
Work,El Socialista 1910-11-05,ihc_elsocialista_19101105,ark:/21198/z11p0knn,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj458q,5 de Noviemebre de 1910,1910-11-05,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11p0knn/manifest
Work,El Socialista 1910-11-12,ihc_elsocialista_19101112,ark:/21198/z1wx0383,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1128ccd,12 de Noviembre de 1910,1910-11-12,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 35,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wx0383/manifest
Work,El Socialista 1910-11-19,ihc_elsocialista_19101119,ark:/21198/z1s49bkk,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m2tqc,19 de Noviembre de 1910,1910-11-19,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Villaret, Miguel","Villaret, Miguel","Villaret, Miguel",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s49bkk/manifest
Work,El Socialista 1912-02-03,ihc_elsocialista_19120203,ark:/21198/z1nc8ktd,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m5sh3,3 de Febrero de 1912,1912-02-03,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 99,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc8ktd/manifest
Work,El Socialista 1912-02-17,ihc_elsocialista_19120217,ark:/21198/z1hm7v16,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8rd5,17 de Febrero de 1912,1912-02-17,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 101,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm7v16/manifest
Work,El Socialista 1912-02-24,ihc_elsocialista_19120224,ark:/21198/z1cv738d,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1q9s,24 de Febrero de 1912,1912-02-24,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 102,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv738d/manifest
Work,El Socialista 1912-03-30,ihc_elsocialista_19120330,ark:/21198/z1836bkf,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4p5d,30 de Marzo de 1912,1912-03-30,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 107,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1836bkf/manifest
Work,El Socialista 1912-04-06,ihc_elsocialista_19120406,ark:/21198/z14f4970,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h734m,6 de Abril de 1912,1912-04-06,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 108,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f4970/manifest
Work,El Socialista 1912-05-25,ihc_elsocialista_19120525,ark:/21198/z10p3jk5,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6jpn,25 de Mayo de 1912,1912-05-25,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,"Barreiro, Alejandro","Barreiro, Alejandro","Barreiro, Alejandro",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 03 | no. 114,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p3jk5/manifest
Work,El Socialista 1923-09-09,ihc_elsocialista_19230909,ark:/21198/z1vx324q,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9bx2,9 de Septiembre de 1923,1923-09-09,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,,,,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx324q/manifest
Work,El Socialista 1923-09-16,ihc_elsocialista_19230916,ark:/21198/z1r529bd,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj52ks,16 de Septiembre de 1923,1923-09-16,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,,,,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r529bd/manifest
Work,El Socialista 1923-09-23,ihc_elsocialista_19230923,ark:/21198/z1md1jmp,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh29v4,23 de Septiembre de 1923,1923-09-23,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,,,,,Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md1jmp/manifest
Work,El Socialista 1933-10-04,ihc_elsocialista_19331004,ark:/21198/z1gn0st2,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj81dz,4 de Octubre de 1933,1933-10-04,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01| no. 01,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn0st2/manifest
Work,El Socialista 1933-10-07,ihc_elsocialista_19331007,ark:/21198/z1bw0251,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh58r6,7 de Octubre de 1933,1933-10-07,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 02,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bw0251/manifest
Work,El Socialista 1933-10-11,ihc_elsocialista_19331011,ark:/21198/z17680vc,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck1067,11 de Octubre de 1933,1933-10-11,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 03,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17680vc/manifest
Work,El Socialista 1933-10-14,ihc_elsocialista_19331014,ark:/21198/z13f787d,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6z0q,14 de Octubre de 1922,1933-10-14,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1909-1933|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f787d/manifest
Work,El Socialista 1933-10-18,ihc_elsocialista_19331018,ark:/21198/z1zp6rq8,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3z11,18 de Octubre de 1933,1933-10-18,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp6rq8/manifest
Work,El Socialista 1933-10-21,ihc_elsocialista_19331021,ark:/21198/z1tx610b,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9wwc,21 de Octubre de 1933,1933-10-21,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 06,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx610b/manifest
Work,El Socialista 1933-10-25,ihc_elsocialista_19331025,ark:/21198/z1q55861,ark:/21198/z1xd3m57|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k6wz4,25 de Octubre de 1933,1933-10-25,4 pages,newspapers,spa,Havana (Cuba),Instituto de Historia de Cuba,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",paged,"Cabrera, Armando Ricardo","Gómez Cárdenas, Rolando","Córdoba Aguilera, Ramón E.","Córdoba Aguilera, Ramón E.",Cuba -- Politics and government -- 1933-1959|~|Cuba -- Social life and customs|~|Cuba -- Periodicals,vol. 01 | no. 07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q55861/manifest
