Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Filename,Item Sequence,IIIF Access URL,Rights.copyrightStatus,Subject,Subject.uniformTitle,Name.subject,Rights.countryCreation,Language,Name.repository,Type.typeOfResource,Rights.permission,Name.creator,Name.interviewer,Type.genre,Name.sponsor,Date.creation,Relation.isPartOf,Title,AltIdentifier.local,Opac url,Description.fundingNote,Finding Aid URL,Date.normalized,Format.extent,Summary,Description.note,Rights.servicesContact,Coverage.geographic,Description.latitude,Description.longitude,Relation.relatedTo,media.duration,media.format,IIIF Manifest URL,Waveform
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxmm,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_009_a,,,copyrighted,,,"Franklin, Melvin, $d 1942-1995|~|Rose Royce (Musical group)|~|Sanford, Isabel, $d 1917-2004",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"December 6, 1978",,Interview with Rose Royce,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-12-06,(1 audiocassette; Duration: 00:37:25),,"Transcribed from container: ""Rose Royce, December 6, 1978."" 

On this tape the group, Rose Royce joins in an interview with SOUL Magazine. They discuss their impact in the pop industry; discuss their biggest hits, Carwash and Heatwave, as well as plans for future albums; dynamics of the group; and what it's like being limited to ""Black"" artistry within the greater pop industry.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxn4,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_010_a,,,copyrighted,,,"Jones, Quincy, 1933-",,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,"Wickham, Phyllis",sound recording,,September 1978,,Interview with Quincy Jones by Phyllis Wickham,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-09-01,(1 audiocassette; Duration: 00:15:35),,"Transcribed from container: ""Quincy Jones by Phyllis Wickham, September, 1978"". 

On this tape, Quncy Jones talks about his experience as adaptation supervisor of the musical The Wiz; where his career began in jazz; the legacy of jazz musicians; and his opinion on the Black people of jazz as a whole. He concludes discussing his future production plans.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxpn,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_011_a,,,copyrighted,,,Labelle (Musical group),,eng,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"February 1, 1977",,Interview about Pattie Labelle splitting up from Pattie Labelle and the Bluebelles (tape 1 of 2),"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-02-01,(1 audiocassette; Duration: 00:24:13),,"Transcribed from container: ""Labelle splits by Vicky Wickham (1 of 2), February 1, 1977"". 

Regina Jones discusses with Patti Labelle's booking agent (?) about tour details, marketing, promotions, and press. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxq5,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_012_a,,,copyrighted,,,Labelle (Musical group),,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"February 1, 1977",,Interview about Pattie Labelle splitting up from Pattie Labelle and the Bluebelles (tape 2 of 2),"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-02-01,(1 audiocassette; Duration: 00:10:13) ,,"Transcribed from container: ""Labelle splits by Vicky Wickham (2 of 2), February 1, 1977"". 

Marilyn Fullen speaks on Labelle's splitting from the group, Pattie Labelle and the Bluebelles.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxrp,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_013_a|~|uclapasc_342_058_013_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxrp%2Fxm42fg9p,copyrighted,,,"Cosby, Bill, 1937-",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"November 19, 1975",,Interview with Bill Cosby at the Disney Ranch by Donna Mungen and interview with Muhammad Ali post-match,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975-11-19,(1 audiocassette; Duration:01:34:38 ) ,,"Transcribed from container: ""Bill Cosby at the Disney Ranch by Donna Mungen 1975 November 19."" 

On side A, Bill Cosby discusses Mother, Jugs & Speed film; growing up Black in Mississippi; how he goes about selecting a script; family; his personal morals around the holidays, Christmas and Kwanza; how he reacts to the way people treat him in the professional world, such as his feeling around his sometimes lack of recognition in the Black community; the Three Levels of Human Laughter; the misuses of the ""n"" word; and future projects in film. 

On side B, Cosby discusses Richard Pryor. Also on Side B, from around 3:40, a Muhammad Ali recording begins. At a press conference after a fight against George Foreman, Ali discusses his next fight against Joe Frazier and Ali's plans for retirement.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.","Santa Clarita (Calif.)|~|34.376046673824646, -118.47845077514648",,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxs6,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_014_a|~|uclapasc_342_058_014_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxs6%2Fdz39t03h,copyrighted,,,,,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,,,"""Jim Brown""","Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976,(1 audiocassette; Duration 01:02:40) ,,"Transcribed from container: ""Jim Brown.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxtq,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_015_a,,,copyrighted,,,Brick (Musical group),,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,,,"""Brick""","Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration 00:48:36) ,,"Transcribed from container: ""Brick""

","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxv7,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_016_b|~|uclapasc_342_058_016_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxv7%2Fnd71sf3q,copyrighted,,,"Bell, Archie, $d 1944-|~|Drells (Musical group)",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"April 7, 1976",,"""Archie Bell & the Drells by Ken Jones""","Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-04-07,(1 audiocassette; Duration 00:45:52) ,,"Transcribed from container: ""Archie Bell & the Drells by Ken Jones 1976 April 7."" ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxwr,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_058_017_a|~|uclapasc_342_058_017_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxwr%2Fzb90bk5d,copyrighted,,,"White, Maurice, 1941-",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,"October 26, 1977",,Interview with Maurice White ,"Collection PASC 342, Box 58",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-10-26,(1 audiocassette; Duration: 00:50:56) ,,"Transcribed from container: ""Maurice White 1977 October 26.""  

On side A, Maurice White talks about the need for positive influences on Black kids; growing up in a Black family in Memphis; his intentions moving forward in his career and supporting others along the way; his collaboration with the group, the Emotions; and the differences between him and his siblings. 

On side B, White talks about God's will leading him in his production creativity; other current artists creating ""higher frequency music""; bringing purpose and positivity to the world; and how to appeal to different and global audiences.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxx8,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_001_a|~|uclapasc_342_059_001_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxx8%2Fgj64k764,copyrighted,,,"King, Mabel, $d 1932-1999|~|Russell, Nipsey, $d 1924-2005",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1978 September 1,,"""Nipsy Russell/Wiz and Mabel King/Wiz.""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-09-01,(1 audiocassette; Duration: 01:16:27) ,,"Transcribed from container: ""Nipsy Russell/Wiz and Mabel King/Wiz.""

Nipsy Russell and Mabel King were in the 1978 movie version of The Wiz.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvxzs,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_002_a|~|uclapasc_342_059_002_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvxzs%2Fb4773m0n,copyrighted,,,"White, Barry, $d 1944-2003",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1976 March 31,,Interview with Eddie,"Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1976-03-31,(1 audiocassette; Duration: 00:47:41),,"Transcribed from container: ""Eddie."" 

On side A, an Eddie talks about administrative issues he's been having with Ralph Seltzer from Motown and with IRS. 

On side B, Eddie talks about the company evicting him from his apartment and towing his car  Also on Side B at 9:55, Steve Allen discusses a recent benefit concert with over 2500 people in attendance and lists the different groups that performed and gave donations.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz0s,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_003_a|~|uclapasc_342_059_003_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvz0s%2F18662n5h,copyrighted,,,"Knight, Gladys, $d 1944-",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1977 January,,Interview with Gladys Knight and Ralph Nato ,"Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-01-01,(1 audiocassette; Duration: 00:26:02),,"Transcribed from container: ""Gladys Knight 1977 January; Ralph Nato"" 

On side A, Gladys Knight talks about whether or not she's going solo; working on the film The American Pipeline; the Pips starting their own production company; and dispells rumors about Barry (possibly Barry Hankerson, her spouse at the time) taking over the group; and rumors about P.O., Sid, and miscommunications.  

On side B, a speaker discusses Ralph Nato and Expo Magazine and the challenges of getting issues of Expo to newsstands in the South. The speaker and the interviewer discuss magazine advertising challenges and solutions.  ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz19,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_004_a,,,copyrighted,,,"King, Mabel, $d 1932-1999",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1978 July 18,,Interview with and about Mabel King and What's Happening! by Walter Burrell,"Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-07-18,( 1 audiocassette; Duration: 00:23:04),,"Transcribed from container: ""Mabel King ""What's Happening"" by Walter Burrell 1978 July 18."" 

Walter Burrell, journalist from SOUL talks with a female speaker about Mabel King's reappearance on What's Happening! After confirming that she will not be returning, this speaker then clarifies what will happen in King's stead. At 2:13, Burrell speaks to Mr. Hornstein about whether Mabel will be returning on the next season, to which Hornstein does not fully deny or confirm. At 4:20, Burrell asks Mabel King, who clarifies that she was supposed to be negotiating the terms of her contract. She also addresses some of her issues with the portrayal of Black characters in the script and the unfairness of pay in the industry.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz2t,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_005_a|~|uclapasc_342_059_005_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvz2t%2Fcp17cn1m,copyrighted,,,"Bohannon, Hamilton",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1978 September 28,,"""Hamilton Bohannon by Mike Terry""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1978-09-28,( 1 audiocassette; Duration: 00:43:29),,"Transcribed from container: ""Hamilton Bohannon by Mike Terry.""","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz3b,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_006_a,,,copyrighted,,,"Ross, Diana, $d 1944-",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,Interview with Diana Ross,"Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration: 00:46:48),,"Transcribed from container: ""Diana Ross."" 

The interview begins around 3 minutes. On this tape, there is lots of commotion and sound like many people are trying to interview Diana Ross on set as she prepares for her next show. Ross talks about a book she's writing called Help Help; juggling family and career; how she feels leaving The Supremes; her acting experience; and other inspirational artists in the show business. At 28:30, the tape appears to transition to another interview. Interviewers who were waiting neaby to ask her questions ask what her greatest fear is and asked the name of her show. Finally at 35:26, the SOUL Magazine interviewer gets a clear recording with Diana and asks if she will be doing a movie called Careshadora, based on Coriea Jones’ novel.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz4v,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_007_b|~|uclapasc_342_059_007_a,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvz4v%2Ft052vs9h,copyrighted,,,"Wilson, Mary, $d 1944-|~|Ferrer, Pedro Luis",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1977 December 8,,"Interview with Mary Wilson, Pedro Ferrer, and Marco Turk by Leonard J. Pitts","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1977-12-08,(1 audiocassette; Duration: 01:03:14),,"Transcribed from container: ""Mary Wilson/Pedro Ferrer/Marco Turk (lawyer) by L.P.J. 1977 December 8."" 

L.P.J. is Leonard J. Pitts. Mary Wilson talks about growing up in Detroit; how she feels after recieving the Golden Record; being in the second best selling group next to The Beatles; and what years with the Supremes have taught her. Marco Turc and Pedro Ferrer--involved with negotiating the legal matters with Motown--also provide insight on the legal details of Mary's leaving the Supremes, as they continue to record as a group. ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz5c,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_008_a,,,copyrighted,,,"Smith, Effie",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,"""Effie Smith's funeral""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration: 00:30:35),,"Transcribed from container: ""Effie Smith funeral undated."" ","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz6w,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_009_a,,,copyrighted,,,"Cosby, Bill, 1937-",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,circa 1970,,"""Billy Cosby""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1970,(1 audiocassette; Duration: 00:18:57),,"Transcribed from container: ""Billy Cosby.""

Side B is blank.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz7d,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_010_a,,,copyrighted,,,"Kendricks, Eddie|~|Temptations (Musical group)",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,"""Eddie Kendricks leaving Tempts""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration: 00:23:16),,"Transcribed from container: ""Eddie Kendricks leaving Tempts undated."" 

This refers to Eddie Kendricks from the Temptations.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz8x,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_011_a|~|uclapasc_342_059_011_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvz8x%2F3g106q14,copyrighted,,,"Davis, Sammy, 1925-1990",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,, circa 1970 June ,,"""Sammy Davis""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1970-06-01,(1 audiocassette; Duration: 02:02:02),,"Transcribed from container: ""Sammy Davis 1970 June."" 

This refers to Sammy Davis, Jr. 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvz9f,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_012_a|~|uclapasc_342_059_012_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvz9f%2F5710rd75,copyrighted,,,"Payne, Scherrie",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,1975 November 18,,"""Scherrie Payne on South Africa""","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,1975-11-18,(1 audiocassette; Duration: 01:34:39),,"Transcribed from container: ""Scherrie Payne on South Africa."" 

There is content on side A and B.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
"SOUL Publications, Inc. records, 1955-2002",ark:/21198/zz002dvzbz,ark:/21198/zz0015w1xw,,,Work,uclapasc_342_059_013_a|~|uclapasc_342_059_013_b,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dvzbz%2F6f88z72t,copyrighted,,,"Clinton, George, $d 1940-|~|McDaniels, Gene, $d 1935-2011",,,"University of California, Los Angeles. Library Special Collections",sound recording,,,,sound recording,,undated,,"Interviews with George Clinton, Gene McDaniels (?), and Barry White","Collection PASC 342, Box 59",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6651464,Access to this collection is generously supported by Arcadia funds.,https://oac.cdlib.org/findaid/ark:/13030/kt167nd8xg/,,(1 audiocassette; Duration: 02:05:24),,"Transcribed from container: ""George Clinton, Gene McDaniels, and Barry White undated."" 

On side A, George Clinton talks about masculine and feminine energies; working with Gladys Knight; the mark of a good song writer; how musicians and producers work in a time crunch; getting into film and producing; intelligent commercialism; his favorite artists; working on the track Testify. 

At 34:13, another interview starts with George Clinton. He talks about his music now compared to 10 years ago; whether his music is influenced by political events; drug use and creativity; what he would do if he weren't in music; his use of profanity and the purpose of language in music; his fans, who he refers to as ""maggots""; and his feelings on the Black press. There is mention of Elman Whitfield, Chaka Khan, Jessica Cleave, Slime, Jimi Hendrix, and the Rolling Stones. 

On side B, there are two interviews that were simultaneously recorded. In the left channel, the interviewer discusses with the interviewee--possibly Gene McDaniels based on the information transcribed from the container--how much further the band can go in their music; how he started off as a child prodigy; and how much money he makes in a year. The left channel interview ends at 5:00 minutes. In the right channel, Barry White is interviewed about returning to the studio; what to expect next on the new album; the likelihood that he'll start a new record; his critiques on the treatment of Black artists in the industry; his dissolved partership with Larry Newel; his goals for 1976; involvment with the controversial film Coon Skin; and his invesment and retirement plans.","Property rights to the physical objects belong to UCLA Library Special Collections. All other rights, including copyright, are retained by the creators and their heirs. It is the responsibility of the researcher to determine who holds the copyright and pursue the copyright owner or his or her heir for permission to publish where The UC Regents do not hold the copyright. Please visit our website for information about Library Special Collections' duplication and permissions policy.",,,,,,,,
