Object Type,Title,Local identifier,Item Sequence,Item ARK,Parent ARK,File Name,Thumbnail,AltTitle.other,collection.physical,Contents note,Date.normalized,Summary,Format.dimensions,Format.medium,Format.extent,Genre,Language,Name.creator,Name.subject,Description.note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Subject,Subject topic,IIIF Manifest URL
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_11,,ark:/21198/z1rn58mj,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0mwn,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",38.73 x 24.76 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn58mj/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_12,,ark:/21198/z1mw4hzq,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16994bd,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",26.04 x 33.02 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw4hzq/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_13,,ark:/21198/z1h43sb2,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6kk5,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",27.94 x 27.94 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h43sb2/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_14,,ark:/21198/z1cc31k8,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5375,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",26.67 x 40.64 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc31k8/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_15,,ark:/21198/z17m28r6,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3kpc,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",40.64 x 38.1 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m28r6/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_16,,ark:/21198/z13v1j0f,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b238g,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",38.73 x 30.48 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v1j0f/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_17,,ark:/21198/z1030sbx,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9jj4,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",25.4 x 38.1 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030sbx/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_18,,ark:/21198/z1vd906w,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc823s,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",43.81 x 27.94 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd906w/manifest
Work,"Wall hanging, Mapula Embroidery Project, Winterveldt, Gauteng, South Africa",sa_embroidery_2011-08_19,,ark:/21198/z1qn87kh,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6jhj,,,,2001,,115.57 x 91.44 cm,cotton thread on cotton,1 embroidery; 4 pages,embroidery,eng,"Mate, Irene Mphephu",,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Gauteng, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,United States,,individuals,Mapula Embroidery Project,"September 11 Terrorist Attacks, 2001",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn87kh/manifest
Work,"Wall hanging, Mapula Embroidery Project, Winterveldt, Gauteng, South Africa",sa_embroidery_2011-08_20,,ark:/21198/z1kw7gw7,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2hd9,,,,2001,,118.11 x 86.36 cm,cotton thread on cotton,1 embroidery; 3 pages,embroidery,eng,"Mate, Irene Mphephu",,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Gauteng, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,United States,,individuals,Mapula Embroidery Project,"September 11 Terrorist Attacks, 2001",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw7gw7/manifest
Work,"Wall hanging, Mapula Embroidery Project, Winterveldt, Gauteng, South Africa",sa_embroidery_2011-08_21,,ark:/21198/z1g46r57,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn0820,,,,2000,,111.76 x 99.06 cm,cotton thread on cotton,1 embroidery; 3 pages,embroidery,eng,"Rakubu, Josephinah",,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Gauteng, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Mapula Embroidery Project,Soweto (South Africa),https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g46r57/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_22,,ark:/21198/z1bc60bj,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6qgj,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",27.94 x 30.48 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc60bj/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_23,,ark:/21198/z16m57kc,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5g7g,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",31.11 x 27.94 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m57kc/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_24,,ark:/21198/z12v4gxj,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3znj,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",29.85 x 34.93 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4gxj/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_25,,ark:/21198/z1z62ptf,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b015pd,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",34.92 x 25.4 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62ptf/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_26,,ark:/21198/z1tf1z51,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9pb5,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",27.31 x 38.1 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf1z51/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_27,,ark:/21198/z1pp16hk,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8f0r,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",24.77 x 39.37 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp16hk/manifest
Work,"Embroidered panels, Kaross Workers, Tzaneen, South Africa",sa_embroidery_2011-08_28,,ark:/21198/z1jx0frd,ark:/21198/z19k6c28|~|ark:/21198/z1zk7d59,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6xnz,,,,2000,"This embroidery is part of a larger group that was commissioned to be distributed at “Breaking the Silence,” the 12th International aids Conference held in Durban in 2000. Each participant in the project was given a small panel on which she portrayed the effects of aids on her community.",36.83 x 25.4 cm,cotton thread on cotton,1 embroidery; 2 pages,embroidery,eng,,,Archived Exhibit Web Page: https://web.archive.org/web/20161129050353/http://www.fowler.ucla.edu/exhibitions/bearing-witness-embroidery-history-post-apartheid-south-africa/,"Tzaneen, South Africa",,William H. Worger and Nancy L. Clark Personal Collection,still image,unknown,worger@history.ucla.edu,,South Africa,,individuals,Kaross Workers,AIDS (Disease)--South Africa,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx0frd/manifest
