Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.photographer,Rights.copyrightStatus,Date.creation,Alt ID.local,Description.note,Coverage.temporal,Title,Format.dimensions,Coverage.geographic,AltTitle.descriptive,AltTitle.uniform,Alt ID.collection,Relation.isPartOf,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gqfkc,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gqfkc-1-master.wav,,,,,,Vocal|~|Traditional,"Sinhalese (Sri Lankan people)|~|Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language|~|Singhalese (Sri Lankan people)","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",cleth_196906_amr6102_item02.wav|~|90.1.2|~|6102-2,"Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.|~|Percussion (beatkeeper and drum). Vocal: Leader; Chorus.Item time: 1:12 min.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)",1938-1939,Kandyan War-song,1:12 min.,Sri Lanka,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gv1f9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gv1f9-1-master.wav,,,,,,Vocal|~|Traditional,"Sinhalese (Sri Lankan people)|~|Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language|~|Singhalese (Sri Lankan people)","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",6102-3|~|cleth_196906_amr6102_item03.wav|~|90.1.3,"Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal: Leader - Chorus.Item time: 2:45 min.Piece begins at :09.",1938-1939,Reaping song,2:45 min.,Sri Lanka,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gv1gt,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gv1gt-1-master.wav,,,,,,Vocal|~|Traditional,"Sinhalese (Sri Lankan people)|~|Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language|~|Singhalese (Sri Lankan people)","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",6102-4|~|cleth_196906_amr6102_item04.wav|~|90.1.4,"Percussion (beatkeeper and drum). Vocal: Leader - Chorus.Item time: 3:27 min.Dropout for 6 sec at ~1:23.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)|~|Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.",1938-1939,Threshing song,3:27 min.,Sri Lanka,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gv1hb,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gv1hb-1-master.wav,,,,,,Vocal|~|Traditional,"Sinhalese (Sri Lankan people)|~|Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language|~|Singhalese (Sri Lankan people)","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",90.1.5|~|6102-5|~|cleth_196906_amr6102_item05.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)|~|Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.|~|Vocal: Solo.Item time: 2:19 min.",1938-1939,Narendraguha,2:19 min.,Sri Lanka,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gv1jv,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gv1jv-1-master.wav,,,,,,Vocal|~|Traditional,"Sinhalese (Sri Lankan people)|~|Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language|~|Singhalese (Sri Lankan people)","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",90.1.6|~|6102-6|~|cleth_196906_amr6102_item06.wav,"Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.|~|Percussion (beatkeeper). Vocal: Chorus in heterophony.Item time: 2:21 min.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)",1938-1939,Adam's Peak,2:21 min.,Sri Lanka,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gv1kc,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gv1kc-1-master.wav,,,,,,Vocal|~|Traditional,"Singing|~|Folk songs, Sinhalese--Sri Lanka|~|Sri Lanka--Folklore","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 25, 1938",cleth_196906_amr6102_item07.wav|~|6102-7|~|90.1.7,"Singer: W. H. Hendrik, School instructorChorus: Martin And Balaya, singers from Kegalle, employed at the school.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: The house of Mr. E.A. Delgoda in Hiramagagma, HiramadagmaCountry of recording: Sri Lanka (Ceylon)|~|Vocal: Chorus.Item time: 1:00 min.Stops abruptly.",1938-1939,Turanga vanama,,Sri Lanka,,,,,1:00 min.,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx04,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx04-1-master.wav,,,,,,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",90.1.8|~|6102-8|~|cleth_196906_amr6102_item08.wav,"Percussion (beatkeeper). Vocal: Chorus.Item time: 1:16 min.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)|~|Sung by: D.W. Sinha, Dulwela",1938-1939,Invocation (beginning of dance),1:16 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx1n,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx1n-1-master.wav,,,,,,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",cleth_196906_amr6102_item09.wav|~|90.1.9|~|6102-9,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper). Vocal: Chorus; Solo.Item time: 5:31 min.Dropout for 2 or 3 sec at ~4:18.|~|Sung by: Malagamanagura Rankira",1938-1939,Ukusavannama,5:31 min.,"Colombo, Sri Lanka",Ukusa Wannama (Dance),,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx25,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx25-1-master.wav,,,,,,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",90.1.10|~|cleth_196906_amr6102_item10.wav|~|6102-10,"Sung by: Kiulpane Vederal|~|Percussion (beatkeeper). Vocal: Chorus.Item time: 2:44 min.Begins and ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, CeylonCountry of recording: Sri Lanka (Ceylon)",1938-1939,Song about Lord Buddha,2:44 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx3p,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx3p-1-master.wav,,,,,,Vocal|~|Traditional,Rituals|~|Incantations|~|Sri Lanka--Folklore,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",cleth_196906_amr6103_item01.wav|~|91.1.1|~|6103-1,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)|~|From Dambane District. Singer introduces each piece.|~|Vocal: Solo.Item time: 1:00 min.",1938-1939,Veddah Incantations,1:00 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx46,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx46-1-master.wav,,,,,,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",91.1.2|~|6103-2|~|cleth_196906_amr6103_item02.wav,"Vocal: Solo.Item time: 1:15 min.Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)",1938-1939,Veddah Song,1:15 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx5q,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx5q-1-master.wav,,,,,,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",6103-3|~|cleth_196906_amr6103_item03.wav|~|91.1.3,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)|~|Vocal: Solo.Item time: 4:20 min.Second piece begins at 1:20.",1938-1939,Veddah Boy's Song,4:20 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx67,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx67-1-master.wav,,,,,,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",91.1.4|~|6103-4|~|cleth_196906_amr6103_item04.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal: Chorus.Item time: 2:50 min.Ends abruptly.",1938-1939,Veddah Songs,2:50 min.,"Colombo, Sri Lanka",,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx7r,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx7r-1-master.wav,,,,,,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Sinhalese (Sri Lankan people)|~|Singhalese language|~|Sinhalese language|~|Folk music--Sri Lanka|~|Singhalese (Sri Lankan people),"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",6103-5|~|cleth_196906_amr6103_item05.wav|~|91.1.5,"Sung by: Ranaide and Pingirale of Wallada|~|Percussion (beatkeeper and drum). Vocal: Chorus.Item time: 4:18 min.Probably two pieces. First piece ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)",1938-1939,Musaladivannama,4:18 min.,"Colombo, Sri Lanka",Musaladi Wannama (Dance),,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx88,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx88-1-master.wav,,,,,,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Sinhalese (Sri Lankan people)|~|Singhalese language|~|Sinhalese language|~|Folk music--Sri Lanka|~|Singhalese (Sri Lankan people),"University of California, Los Angeles. Ethnomusicology Archive",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",6103-6|~|91.1.6|~|cleth_196906_amr6103_item06.wav,"Sung by: Ranaide and Pingirale of Wallada|~|Percussion (beatkeeper and drum). Vocal.Item time: 2:15 min.Different version of Master Archive Item 6103-5. Numerous dropouts.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939 Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. PanabukkeCountry of recording: Sri Lanka (Ceylon)",1938-1939,Musaladivannama,2:15 min.,"Colombo, Sri Lanka",Musaladi Wannama (Dance),,,,,
