Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Content disclaimer,Visibility,IIIF Access URL,Rights.copyrightStatus,Rights.statementLocal,Rights.countryCreation,Rights.creatorCorporate,Name.creator,Subject.descriptiveTopic,Type.typeOfResource,Type.genre,Name.repository,Name.performer,Name.composer,Rights.servicesContact,Description.note,Title,AltIdentifier.local,Date.creation,Format.dimensions,Format.medium,Relation.isPartOf,Date.digitized,Format.extent,Description.tableOfContents,Description.abstract,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp96n,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp96n-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/6n/21198=zz002bp96n/ark%2B=21198=zz002bp96n.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,"Crail, Nancy",,,sound recording,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,The Men of the  Golden Cow,clym200203acwf144-63_side 1-04,1963,7 in.,open reel tape,Archive of California and Western Folklore,,01m 31s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp96n%2Faudiowaveform.dat,,,91.989333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp96n/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp975,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp975-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/75/21198=zz002bp975/ark%2B=21198=zz002bp975.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,"Crail, Nancy",,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Skyball Paint,clym200203acwf144-63_side 1-13,1963,7 in.,open reel tape,Archive of California and Western Folklore,,01m 43s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp975%2Faudiowaveform.dat,,,103.082667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp975/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp98p,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp98p-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/8p/21198=zz002bp98p/ark%2B=21198=zz002bp98p.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Cuckoo Beara,clym200203acwf144-63_side 1-08,1963,7 in.,Open reel tape,Archive of California and Western Folklore,,00m 39s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp98p%2Faudiowaveform.dat,,,39.808,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp98p/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp996,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp996-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/96/21198=zz002bp996/ark%2B=21198=zz002bp996.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,"Crail, Nancy",,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Each Campfire Lights Anew,clym200203acwf144-63_side 1-05,1963,7 in.,open reel tape,Archive of California and Western Folklore,,01m 02s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp996%2Faudiowaveform.dat,,,62.037333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp996/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9bq,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9bq-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/bq/21198=zz002bp9bq/ark%2B=21198=zz002bp9bq.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,"Crail, Nancy",,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,We're Going Round the Mountain,clym200203acwf144-63_side 1-12,1963,7 in.,open reel tape,Archive of California and Western Folklore,,01m 16s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9bq%2Faudiowaveform.dat,,,76.714667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9bq/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9c7,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9c7-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/c7/21198=zz002bp9c7/ark%2B=21198=zz002bp9c7.mp4{},,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",copyrighted,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Noah's Ark,clym200203acwf144-63_side 1-09,1963,7 in.,Open reel tape,Archive of California and Western Folklore,,02m 33s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9c7%2Faudiowaveform.dat,,,153.173333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9c7/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9dr,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9dr-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/dr/21198=zz002bp9dr/ark%2B=21198=zz002bp9dr.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Tumbala Lika - Jewish folksong,clym200203acwf144-63_side 1-06,1963,7 in.,Open reel tape,Archive of California and Western Folklore,,01m 03s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9dr%2Faudiowaveform.dat,,,63.786667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9dr/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9f8,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9f8-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/f8/21198=zz002bp9f8/ark%2B=21198=zz002bp9f8.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,Vuba Wuba John,clym200203acwf144-63_side 1-11,1963,7 in.,Open reel tape,Archive of California and Western Folklore,,01m 02s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9f8%2Faudiowaveform.dat,,,62.08,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9f8/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9jt,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9jt-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/jt/21198=zz002bp9jt/ark%2B=21198=zz002bp9jt.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,"Recorded by Colin D. Edwards at UCLA for CBC Studios in Toronto|~|""Witchcraft"" - a sound encyclopedia composed of a conversation with Dr. Wayland d. Hand, Professor  of German and Folklore, University of California, Los Angeles, conducted by Colin D. Edwardsfirst section (29 min.30sec)|~|Side II Religious objects used to combat witches Churches' attitude toward witchcraft Court of law and witchcraft cases Geographical aspects of witchcraft beliefs Persecution of witches - down to today Stake-through-the-heart method of killing - in Northern Europe and America Discussion of Dr. Hand's Book Current sources of information on witchcraft *current beliefs Geometric designs to keep off witches Birds associated with witches Witchcraft due to need for scapegoat, sadism, mass hysteria Need for the Supernatural and fantastic, cultism Lack of witch-organization; witches' sabbath Flying Weather for witches Esoteric nature of witch-society. Lack of hangers-on in the normal world Scapegoat aspect: witch is the result of need for a scapegoat, people with idiosyncracies were singled out as a witch, witch beliefs always result from some real or fancied wrong","""Witchcraft"" (interview/conversation) part 2",clym200203acwf147-xx_side2-01,unknown,7 in.,open reel tape,Archive of California and Western Folklore,2008-05-01,23m 13s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9jt%2Faudiowaveform.dat,,,1393.152,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9jt/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9kb,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9kb-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/kb/21198=zz002bp9kb/ark%2B=21198=zz002bp9kb.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,Children's songs,We're On the Upward Trail (Going Home),clym200203acwf144-63_side 1-14,1963,7 in.,,Archive of California and Western Folklore,,01m 10s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9kb%2Faudiowaveform.dat,,,70.485333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9kb/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9mv,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9mv-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/mv/21198=zz002bp9mv/ark%2B=21198=zz002bp9mv.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",,,,no date - no artist - no classification,Gypsy Laddy,clym200203acwf146-xx_side1-01,unknown,7 in.,open reel tape,Archive of California and Western Folklore,2008-04-28,02m 56s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9mv%2Faudiowaveform.dat,,,176.469333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9mv/manifest
Ethnomusicology Archive: D. K. Wilgus Collection,ark:/21198/zz002bp9nc,ark:/21198/zz00089bvf,1,In progress,Work,wilgus/audio/masters/21198-zz002bp9nc-1-master.wav,,,,,private,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/p9/nc/21198=zz002bp9nc/ark%2B=21198=zz002bp9nc.mp4{},copyrighted,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu",,,,,sound recording,,"University of California, Los Angeles. Ethnomusicology Archive",Grass Valley Carol Choir,,,"Grass Valley Cornish Carol Choir, directed by Harold J. George|~|Recorded for Library of Congress as a memory of gold rush and mining days|~|[spoken] introduction by Harold J George.|~|side 1 - a capella",Grass Valley Carol Choir - spoken introduction,clym200203acwf148-xx_side1-01,unknown,7 in.,open reel tape,Archive of California and Western Folklore,2008-05-01,03m 35s,,,https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9nc%2Faudiowaveform.dat,,,215.893333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bp9nc/manifest
