Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z1jm427j,ark:/21198/zz001njhg7,,,Page,neuropsych\masters\21198-zz001njhg7-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dv39dg,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1932jp2,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z15f0hc2,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11n9rns,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ww987s,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1s48hjt,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1nc7rr6,ark:/21198/zz001njhhr,,,Page,neuropsych\masters\21198-zz001njhhr-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hm70zz,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1cv6883,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18646xj,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14f3g7p,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10p2qjd,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1vx273z,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r51g9n,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1md0qjg,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gm9zt6,ark:/21198/zz001njhj8,,,Page,neuropsych\masters\21198-zz001njhj8-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1bz7xjn,ark:/21198/zz001njhks,,,Page,neuropsych\masters\21198-zz001njhks-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z17675v2,ark:/21198/zz001njhm9,,,Page,neuropsych\masters\21198-zz001njhm9-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z13f6f6n,ark:/21198/zz001njhm9,,,Page,neuropsych\masters\21198-zz001njhm9-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zp5xph,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1tx55xq,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1q54f4t,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1kh2cvv,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fr1n4j,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1b00wfk,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z16704s4,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12f9d28,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xp8whp,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1sx84rw,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1p863f6,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jh5bp1,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dr4m1m,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1903vbn,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z15733m9,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11g2bs7,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1wq1v9z,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1s19t15,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1n8929t,ark:/21198/zz001njhnt,,,Page,neuropsych\masters\21198-zz001njhnt-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hh89k3,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1cr7jx8,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1806t68,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14762d1,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10g59nv,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1vt3hns,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r22rxc,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1m9216f,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gj18jm,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1bs0hr0,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1709rz4,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1379176,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zk776p,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1tt6ggz,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1q25qs0,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1k9503h,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fj47cs,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z19s3gjq,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1612qt9,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12c0pjr,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xm062v,ark:/21198/zz001njhpb,,,Page,neuropsych\masters\21198-zz001njhpb-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1st9fbk,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1p28pp2,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1j97xzb,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dj765h,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18s6ffs,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1544d3n,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11c3ndc,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1wm34zh,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rv2d93,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1n31nhs,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1hb0wrm,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1ck051p,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z17w83p8,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1447c0q,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10c6m9f,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1vm63t4,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1qv5c3t,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1m34m9h,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gb3vks,ark:/21198/zz001njhqv,,,Page,neuropsych\masters\21198-zz001njhqv-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
